FIPS,County Name,State,Avg Temperature (°F),Data Points
31061,"NC: Duplin County",NC,62.77,12
31063,"NC: Durham County",NC,60.99,12
31065,"NC: Edgecombe County",NC,61.92,12
31067,"NC: Forsyth County",NC,59.32,12
31069,"NC: Franklin County",NC,60.97,12
31071,"NC: Gaston County",NC,61.16,12
31073,"NC: Gates County",NC,61.90,12
31075,"NC: Graham County",NC,55.09,12
31077,"NC: Granville County",NC,60.34,12
31079,"NC: Greene County",NC,62.35,12
31081,"NC: Guilford County",NC,59.90,12
31083,"NC: Halifax County",NC,61.12,12
31085,"NC: Harnett County",NC,62.66,12
31087,"NC: Haywood County",NC,52.10,12
31089,"NC: Henderson County",NC,56.50,12
31091,"NC: Hertford County",NC,61.89,12
31093,"NC: Hoke County",NC,63.48,12
31095,"NC: Hyde County",NC,63.59,12
31097,"NC: Iredell County",NC,59.74,12
31099,"NC: Jackson County",NC,53.47,12
31101,"NC: Johnston County",NC,62.50,12
31103,"NC: Jones County",NC,62.89,12
31105,"NC: Lee County",NC,62.09,12
31107,"NC: Lenoir County",NC,62.18,12
31109,"NC: Lincoln County",NC,60.60,12
31111,"NC: McDowell County",NC,57.65,12
31113,"NC: Macon County",NC,54.98,12
31115,"NC: Madison County",NC,55.96,12
31117,"NC: Martin County",NC,62.34,12
31119,"NC: Mecklenburg County",NC,61.70,12
31121,"NC: Mitchell County",NC,52.37,12
31123,"NC: Montgomery County",NC,62.53,12
31125,"NC: Moore County",NC,62.69,12
31127,"NC: Nash County",NC,61.43,12
31129,"NC: New Hanover County",NC,65.25,12
31131,"NC: Northampton County",NC,61.22,12
31133,"NC: Onslow County",NC,63.69,12
31135,"NC: Orange County",NC,60.27,12
31137,"NC: Pamlico County",NC,63.57,12
31139,"NC: Pasquotank County",NC,62.31,12
31141,"NC: Pender County",NC,64.16,12
31143,"NC: Perquimans County",NC,62.35,12
31145,"NC: Person County",NC,59.63,12
31147,"NC: Pitt County",NC,62.51,12
31149,"NC: Polk County",NC,60.18,12
31151,"NC: Randolph County",NC,60.69,12
31153,"NC: Richmond County",NC,63.47,12
31155,"NC: Robeson County",NC,64.24,12
31157,"NC: Rockingham County",NC,59.64,12
31159,"NC: Rowan County",NC,60.44,12
31161,"NC: Rutherford County",NC,59.98,12
31163,"NC: Sampson County",NC,63.01,12
31165,"NC: Scotland County",NC,64.02,12
31167,"NC: Stanly County",NC,62.26,12
31169,"NC: Stokes County",NC,58.85,12
31171,"NC: Surry County",NC,58.14,12
31173,"NC: Swain County",NC,53.06,12
31175,"NC: Transylvania County",NC,55.14,12
31177,"NC: Tyrrell County",NC,63.07,12
31179,"NC: Union County",NC,62.30,12
31181,"NC: Vance County",NC,60.33,12
31183,"NC: Wake County",NC,61.88,12
31185,"NC: Warren County",NC,60.54,12
31187,"NC: Washington County",NC,62.68,12
31189,"NC: Watauga County",NC,52.33,12
31191,"NC: Wayne County",NC,62.49,12
31193,"NC: Wilkes County",NC,58.33,12
31195,"NC: Wilson County",NC,62.39,12
31197,"NC: Yadkin County",NC,58.82,12
31199,"NC: Yancey County",NC,52.21,12
32001,"ND: Adams County",ND,44.19,12
32003,"ND: Barnes County",ND,42.00,12
32005,"ND: Benson County",ND,40.69,12
32007,"ND: Billings County",ND,44.18,12
32009,"ND: Bottineau County",ND,40.62,12
32011,"ND: Bowman County",ND,44.74,12
32013,"ND: Burke County",ND,40.14,12
32015,"ND: Burleigh County",ND,41.57,12
32017,"ND: Cass County",ND,42.83,12
32019,"ND: Cavalier County",ND,39.39,12
32021,"ND: Dickey County",ND,41.93,12
32023,"ND: Divide County",ND,41.21,12
32025,"ND: Dunn County",ND,43.54,12
32027,"ND: Eddy County",ND,41.05,12
32029,"ND: Emmons County",ND,42.49,12
32031,"ND: Foster County",ND,41.05,12
32033,"ND: Golden Valley County",ND,44.44,12
32035,"ND: Grand Forks County",ND,41.42,12
32037,"ND: Grant County",ND,43.20,12
32039,"ND: Griggs County",ND,40.86,12
32041,"ND: Hettinger County",ND,43.36,12
32043,"ND: Kidder County",ND,40.63,12
32045,"ND: LaMoure County",ND,42.33,12
32047,"ND: Logan County",ND,41.35,12
32049,"ND: McHenry County",ND,41.51,12
32051,"ND: McIntosh County",ND,41.63,12
32053,"ND: McKenzie County",ND,44.02,12
32055,"ND: McLean County",ND,42.45,12
32057,"ND: Mercer County",ND,42.99,12
32059,"ND: Morton County",ND,42.63,12
32061,"ND: Mountrail County",ND,41.50,12
32063,"ND: Nelson County",ND,40.47,12
32065,"ND: Oliver County",ND,42.59,12
32067,"ND: Pembina County",ND,40.91,12
32069,"ND: Pierce County",ND,40.49,12
32071,"ND: Ramsey County",ND,40.50,12
32073,"ND: Ransom County",ND,42.65,12
32075,"ND: Renville County",ND,41.00,12
32077,"ND: Richland County",ND,43.83,12
32079,"ND: Rolette County",ND,39.84,12
32081,"ND: Sargent County",ND,42.67,12
32083,"ND: Sheridan County",ND,41.21,12
32085,"ND: Sioux County",ND,43.48,12
32087,"ND: Slope County",ND,44.46,12
32089,"ND: Stark County",ND,43.32,12
32091,"ND: Steele County",ND,40.58,12
32093,"ND: Stutsman County",ND,41.78,12
32095,"ND: Towner County",ND,40.09,12
32097,"ND: Traill County",ND,41.67,12
32099,"ND: Walsh County",ND,40.97,12
32101,"ND: Ward County",ND,41.70,12
32103,"ND: Wells County",ND,40.40,12
32105,"ND: Williams County",ND,42.53,12
33001,"OH: Adams County",OH,55.26,12
33003,"OH: Allen County",OH,53.66,12
33005,"OH: Ashland County",OH,51.55,12
33007,"OH: Ashtabula County",OH,51.35,12
33009,"OH: Athens County",OH,54.56,12
33011,"OH: Auglaize County",OH,53.32,12
33013,"OH: Belmont County",OH,52.90,12
33015,"OH: Brown County",OH,54.96,12
33017,"OH: Butler County",OH,55.30,12
33019,"OH: Carroll County",OH,52.35,12
33021,"OH: Champaign County",OH,53.16,12
33023,"OH: Clark County",OH,54.28,12
33025,"OH: Clermont County",OH,55.87,12
33027,"OH: Clinton County",OH,54.47,12
33029,"OH: Columbiana County",OH,51.72,12
33031,"OH: Coshocton County",OH,52.93,12
33033,"OH: Crawford County",OH,52.50,12
33035,"OH: Cuyahoga County",OH,53.02,12
33037,"OH: Darke County",OH,53.31,12
33039,"OH: Defiance County",OH,52.72,12
33041,"OH: Delaware County",OH,53.52,12
33043,"OH: Erie County",OH,52.79,12
33045,"OH: Fairfield County",OH,53.69,12
33047,"OH: Fayette County",OH,54.32,12
33049,"OH: Franklin County",OH,54.70,12
33051,"OH: Fulton County",OH,52.62,12
33053,"OH: Gallia County",OH,54.98,12
33055,"OH: Geauga County",OH,51.23,12
33057,"OH: Greene County",OH,54.85,12
33059,"OH: Guernsey County",OH,53.79,12
33061,"OH: Hamilton County",OH,56.25,12
33063,"OH: Hancock County",OH,53.71,12
33065,"OH: Hardin County",OH,53.63,12
33067,"OH: Harrison County",OH,52.83,12
33069,"OH: Henry County",OH,53.24,12
33071,"OH: Highland County",OH,54.36,12
33073,"OH: Hocking County",OH,53.84,12
33075,"OH: Holmes County",OH,52.08,12
33077,"OH: Huron County",OH,51.95,12
33079,"OH: Jackson County",OH,54.94,12
33081,"OH: Jefferson County",OH,52.80,12
33083,"OH: Knox County",OH,51.75,12
33085,"OH: Lake County",OH,52.52,12
33087,"OH: Lawrence County",OH,56.47,12
33089,"OH: Licking County",OH,52.75,12
33091,"OH: Logan County",OH,52.71,12
33093,"OH: Lorain County",OH,52.40,12
33095,"OH: Lucas County",OH,54.03,12
33097,"OH: Madison County",OH,54.35,12
33099,"OH: Mahoning County",OH,51.79,12
33101,"OH: Marion County",OH,53.44,12
33103,"OH: Medina County",OH,52.26,12
33105,"OH: Meigs County",OH,54.44,12
33107,"OH: Mercer County",OH,52.96,12
33109,"OH: Miami County",OH,54.58,12
33111,"OH: Monroe County",OH,53.39,12
33113,"OH: Montgomery County",OH,55.28,12
33115,"OH: Morgan County",OH,54.21,12
33117,"OH: Morrow County",OH,52.07,12
33119,"OH: Muskingum County",OH,53.96,12
33121,"OH: Noble County",OH,53.97,12
33123,"OH: Ottawa County",OH,53.56,12
33125,"OH: Paulding County",OH,53.17,12
33127,"OH: Perry County",OH,53.54,12
33129,"OH: Pickaway County",OH,54.78,12
33131,"OH: Pike County",OH,55.36,12
33133,"OH: Portage County",OH,51.88,12
33135,"OH: Preble County",OH,53.46,12
33137,"OH: Putnam County",OH,53.56,12
33139,"OH: Richland County",OH,51.47,12
33141,"OH: Ross County",OH,54.98,12
33143,"OH: Sandusky County",OH,53.23,12
33145,"OH: Scioto County",OH,55.84,12
33147,"OH: Seneca County",OH,52.86,12
33149,"OH: Shelby County",OH,53.30,12
33151,"OH: Stark County",OH,52.46,12
33153,"OH: Summit County",OH,52.84,12
33155,"OH: Trumbull County",OH,51.71,12
33157,"OH: Tuscarawas County",OH,53.06,12
33159,"OH: Union County",OH,53.30,12
33161,"OH: Van Wert County",OH,53.35,12
33163,"OH: Vinton County",OH,54.41,12
33165,"OH: Warren County",OH,55.62,12
33167,"OH: Washington County",OH,55.07,12
33169,"OH: Wayne County",OH,52.06,12
33171,"OH: Williams County",OH,51.89,12
33173,"OH: Wood County",OH,53.84,12
33175,"OH: Wyandot County",OH,53.80,12
34001,"OK: Adair County",OK,61.08,12
34003,"OK: Alfalfa County",OK,60.40,12
34005,"OK: Atoka County",OK,64.37,12
34007,"OK: Beaver County",OK,58.57,12
34009,"OK: Beckham County",OK,62.36,12
34011,"OK: Blaine County",OK,60.95,12
34013,"OK: Bryan County",OK,65.61,12
34015,"OK: Caddo County",OK,62.18,12
34017,"OK: Canadian County",OK,61.40,12
34019,"OK: Carter County",OK,64.48,12
34021,"OK: Cherokee County",OK,61.57,12
34023,"OK: Choctaw County",OK,64.83,12
34025,"OK: Cimarron County",OK,55.68,12
34027,"OK: Cleveland County",OK,62.50,12
34029,"OK: Coal County",OK,64.02,12
34031,"OK: Comanche County",OK,63.57,12
34033,"OK: Cotton County",OK,64.96,12
34035,"OK: Craig County",OK,60.54,12
34037,"OK: Creek County",OK,61.58,12
34039,"OK: Custer County",OK,61.24,12
34041,"OK: Delaware County",OK,60.80,12
34043,"OK: Dewey County",OK,60.38,12
34045,"OK: Ellis County",OK,59.67,12
34047,"OK: Garfield County",OK,61.02,12
34049,"OK: Garvin County",OK,63.52,12
34051,"OK: Grady County",OK,62.59,12
34053,"OK: Grant County",OK,60.48,12
34055,"OK: Greer County",OK,63.36,12
34057,"OK: Harmon County",OK,64.00,12
34059,"OK: Harper County",OK,59.08,12
34061,"OK: Haskell County",OK,63.46,12
34063,"OK: Hughes County",OK,62.92,12
34065,"OK: Jackson County",OK,64.42,12
34067,"OK: Jefferson County",OK,65.18,12
34069,"OK: Johnston County",OK,64.61,12
34071,"OK: Kay County",OK,60.67,12
34073,"OK: Kingfisher County",OK,61.44,12
