FIPS,County,State,Total Votes,Democrat Votes,Republican Votes,Democrat %,Republican %,Winner
47101,"Lewis County",Tennessee,5890,991,4852,16.83,82.38,Republican
47103,"Lincoln County",Tennessee,16128,2782,13208,17.25,81.89,Republican
47105,"Loudon County",Tennessee,33209,7625,25226,22.96,75.96,Republican
47107,"McMinn County",Tennessee,24072,4207,19673,17.48,81.73,Republican
47109,"McNairy County",Tennessee,11267,1727,9437,15.33,83.76,Republican
47111,"Macon County",Tennessee,10333,1277,8958,12.36,86.69,Republican
47113,"Madison County",Tennessee,39964,16115,23385,40.32,58.52,Republican
47115,"Marion County",Tennessee,13933,3026,10788,21.72,77.43,Republican
47117,"Marshall County",Tennessee,15962,3390,12426,21.24,77.85,Republican
47119,"Maury County",Tennessee,52090,14145,37376,27.15,71.75,Republican
47121,"Meigs County",Tennessee,6099,968,5085,15.87,83.37,Republican
47123,"Monroe County",Tennessee,22323,3608,18526,16.16,82.99,Republican
47125,"Montgomery County",Tennessee,81755,32736,47795,40.04,58.46,Republican
47127,"Moore County",Tennessee,3654,542,3060,14.83,83.74,Republican
47129,"Morgan County",Tennessee,8560,1054,7427,12.31,86.76,Republican
47131,"Obion County",Tennessee,12900,2221,10596,17.22,82.14,Republican
47133,"Overton County",Tennessee,11069,1931,9042,17.45,81.69,Republican
47135,"Perry County",Tennessee,3716,558,3139,15.02,84.47,Republican
47137,"Pickett County",Tennessee,2954,487,2441,16.49,82.63,Republican
47139,"Polk County",Tennessee,8727,1356,7302,15.54,83.67,Republican
47141,"Putnam County",Tennessee,34939,8991,25554,25.73,73.14,Republican
47143,"Rhea County",Tennessee,14444,2312,11974,16.01,82.9,Republican
47145,"Roane County",Tennessee,27412,6073,21011,22.15,76.65,Republican
47147,"Robertson County",Tennessee,35070,8428,26260,24.03,74.88,Republican
47149,"Rutherford County",Tennessee,147656,56656,88811,38.37,60.15,Republican
47151,"Scott County",Tennessee,9605,942,8608,9.81,89.62,Republican
47153,"Sequatchie County",Tennessee,7890,1292,6522,16.38,82.66,Republican
47155,"Sevier County",Tennessee,43970,8322,35207,18.93,80.07,Republican
47157,"Shelby County",Tennessee,326497,201759,118917,61.8,36.42,Democrat
47159,"Smith County",Tennessee,9336,1595,7655,17.08,81.99,Republican
47161,"Stewart County",Tennessee,6620,1160,5389,17.52,81.4,Republican
47163,"Sullivan County",Tennessee,75541,16624,58154,22.01,76.98,Republican
47165,"Sumner County",Tennessee,97761,27874,68767,28.51,70.34,Republican
47167,"Tipton County",Tennessee,26733,6178,20303,23.11,75.95,Republican
47169,"Trousdale County",Tennessee,4251,856,3359,20.14,79.02,Republican
47171,"Unicoi County",Tennessee,8541,1578,6876,18.48,80.51,Republican
47173,"Union County",Tennessee,8669,1216,7384,14.03,85.18,Republican
47175,"Van Buren County",Tennessee,3265,524,2718,16.05,83.25,Republican
47177,"Warren County",Tennessee,17015,3647,13192,21.43,77.53,Republican
47179,"Washington County",Tennessee,61234,18131,42299,29.61,69.08,Republican
47181,"Wayne County",Tennessee,6831,762,6016,11.16,88.07,Republican
47183,"Weakley County",Tennessee,13394,2725,10541,20.34,78.7,Republican
47185,"White County",Tennessee,12931,2105,10717,16.28,82.88,Republican
47187,"Williamson County",Tennessee,144668,47695,94562,32.97,65.36,Republican
47189,"Wilson County",Tennessee,81254,23855,56425,29.36,69.44,Republican
48001,"Anderson County",Texas,19353,3635,15597,18.78,80.59,Republican
48003,"Andrews County",Texas,6059,806,5205,13.3,85.91,Republican
48005,"Angelina County",Texas,34419,8146,26049,23.67,75.68,Republican
48007,"Aransas County",Texas,13028,2831,10090,21.73,77.45,Republican
48009,"Archer County",Texas,5132,520,4592,10.13,89.48,Republican
48011,"Armstrong County",Texas,1109,77,1029,6.94,92.79,Republican
48013,"Atascosa County",Texas,18442,5153,13142,27.94,71.26,Republican
48015,"Austin County",Texas,15379,2816,12457,18.31,81,Republican
48017,"Bailey County",Texas,1740,332,1395,19.08,80.17,Republican
48019,"Bandera County",Texas,13592,2532,10939,18.63,80.48,Republican
48021,"Bastrop County",Texas,39788,15989,23301,40.19,58.56,Republican
48023,"Baylor County",Texas,1670,184,1471,11.02,88.08,Republican
48025,"Bee County",Texas,8789,2606,6111,29.65,69.53,Republican
48027,"Bell County",Texas,130557,53973,75161,41.34,57.57,Republican
48029,"Bexar County",Texas,757547,411389,337545,54.31,44.56,Democrat
48031,"Blanco County",Texas,8518,1973,6447,23.16,75.69,Republican
48033,"Borden County",Texas,387,16,370,4.13,95.61,Republican
48035,"Bosque County",Texas,9571,1524,7969,15.92,83.26,Republican
48037,"Bowie County",Texas,36629,9282,27122,25.34,74.05,Republican
48039,"Brazoria County",Texas,161950,63976,95867,39.5,59.2,Republican
48041,"Brazos County",Texas,91847,33844,56671,36.85,61.7,Republican
48043,"Brewster County",Texas,4576,1969,2545,43.03,55.62,Republican
48045,"Briscoe County",Texas,744,72,666,9.68,89.52,Republican
48047,"Brooks County",Texas,2402,1308,1077,54.45,44.84,Democrat
48049,"Brown County",Texas,16853,2132,14593,12.65,86.59,Republican
48051,"Burleson County",Texas,9365,1705,7590,18.21,81.05,Republican
48053,"Burnet County",Texas,28147,6114,21795,21.72,77.43,Republican
48055,"Caldwell County",Texas,15686,6618,8880,42.19,56.61,Republican
48057,"Calhoun County",Texas,7832,1853,5939,23.66,75.83,Republican
48059,"Callahan County",Texas,6985,761,6180,10.89,88.48,Republican
48061,"Cameron County",Texas,116122,54258,60991,46.72,52.52,Republican
48063,"Camp County",Texas,5242,1201,4011,22.91,76.52,Republican
48065,"Carson County",Texas,3172,290,2866,9.14,90.35,Republican
48067,"Cass County",Texas,14140,2406,11693,17.02,82.69,Republican
48069,"Castro County",Texas,2021,418,1594,20.68,78.87,Republican
48071,"Chambers County",Texas,24971,4192,20567,16.79,82.36,Republican
48073,"Cherokee County",Texas,20502,3744,16593,18.26,80.93,Republican
48075,"Childress County",Texas,2272,263,1991,11.58,87.63,Republican
48077,"Clay County",Texas,5906,584,5288,9.89,89.54,Republican
48079,"Cochran County",Texas,893,148,735,16.57,82.31,Republican
48081,"Coke County",Texas,1814,179,1623,9.87,89.47,Republican
48083,"Coleman County",Texas,4155,428,3712,10.3,89.34,Republican
48085,"Collin County",Texas,515167,222115,279534,43.12,54.26,Republican
48087,"Collingsworth County",Texas,1201,135,1066,11.24,88.76,Republican
48089,"Colorado County",Texas,9994,2108,7824,21.09,78.29,Republican
48091,"Comal County",Texas,103465,27680,74756,26.75,72.25,Republican
48093,"Comanche County",Texas,6544,834,5679,12.74,86.78,Republican
48095,"Concho County",Texas,1198,153,1038,12.77,86.64,Republican
48097,"Cooke County",Texas,20432,3310,16975,16.2,83.08,Republican
48099,"Coryell County",Texas,23911,6959,16688,29.1,69.79,Republican
48101,"Cottle County",Texas,657,89,565,13.55,86,Republican
48103,"Crane County",Texas,1387,186,1195,13.41,86.16,Republican
48105,"Crockett County",Texas,1417,323,1087,22.79,76.71,Republican
48107,"Crosby County",Texas,1880,451,1416,23.99,75.32,Republican
48109,"Culberson County",Texas,781,319,451,40.85,57.75,Republican
48111,"Dallam County",Texas,1447,152,1285,10.5,88.8,Republican
48113,"Dallas County",Texas,848948,511118,322569,60.21,38,Democrat
48115,"Dawson County",Texas,3511,667,2810,19,80.03,Republican
48117,"Deaf Smith County",Texas,4286,1019,3233,23.78,75.43,Republican
48119,"Delta County",Texas,2658,397,2250,14.94,84.65,Republican
48121,"Denton County",Texas,448729,191503,250521,42.68,55.83,Republican
48123,"DeWitt County",Texas,7824,1270,6515,16.23,83.27,Republican
48125,"Dickens County",Texas,993,146,844,14.7,84.99,Republican
48127,"Dimmit County",Texas,3427,1765,1653,51.5,48.23,Democrat
48129,"Donley County",Texas,1712,174,1512,10.16,88.32,Republican
48131,"Duval County",Texas,4461,2003,2439,44.9,54.67,Republican
48133,"Eastland County",Texas,8363,918,7397,10.98,88.45,Republican
48135,"Ector County",Texas,42615,9881,32429,23.19,76.1,Republican
48137,"Edwards County",Texas,1005,133,869,13.23,86.47,Republican
48139,"Ellis County",Texas,99485,33850,64763,34.03,65.1,Republican
48141,"El Paso County",Texas,251371,143156,105124,56.95,41.82,Democrat
48143,"Erath County",Texas,18350,2871,15349,15.65,83.65,Republican
48145,"Falls County",Texas,6276,1713,4520,27.29,72.02,Republican
48147,"Fannin County",Texas,16385,2607,13648,15.91,83.3,Republican
48149,"Fayette County",Texas,13327,2515,10699,18.87,80.28,Republican
48151,"Fisher County",Texas,1829,330,1487,18.04,81.3,Republican
48153,"Floyd County",Texas,2089,358,1715,17.14,82.1,Republican
48155,"Foard County",Texas,545,92,448,16.88,82.2,Republican
48157,"Fort Bend County",Texas,362259,179310,173592,49.5,47.92,Democrat
48159,"Franklin County",Texas,5310,813,4473,15.31,84.24,Republican
48161,"Freestone County",Texas,9045,1499,7500,16.57,82.92,Republican
48163,"Frio County",Texas,4933,1848,3060,37.46,62.03,Republican
48165,"Gaines County",Texas,6416,538,5840,8.39,91.02,Republican
48167,"Galveston County",Texas,158933,56732,100295,35.7,63.11,Republican
48169,"Garza County",Texas,1599,213,1374,13.32,85.93,Republican
48171,"Gillespie County",Texas,16482,3160,13202,19.17,80.1,Republican
48173,"Glasscock County",Texas,663,38,623,5.73,93.97,Republican
48175,"Goliad County",Texas,3984,778,3178,19.53,79.77,Republican
48177,"Gonzales County",Texas,7755,1729,5981,22.3,77.12,Republican
48179,"Gray County",Texas,7580,845,6691,11.15,88.27,Republican
48181,"Grayson County",Texas,65888,14800,50556,22.46,76.73,Republican
48183,"Gregg County",Texas,46699,13294,33026,28.47,70.72,Republican
48185,"Grimes County",Texas,14043,2734,11197,19.47,79.73,Republican
48187,"Guadalupe County",Texas,85097,29573,54691,34.75,64.27,Republican
48189,"Hale County",Texas,9278,1903,7283,20.51,78.5,Republican
48191,"Hall County",Texas,1149,149,992,12.97,86.34,Republican
48193,"Hamilton County",Texas,4464,625,3809,14,85.33,Republican
48195,"Hansford County",Texas,1999,146,1842,7.3,92.15,Republican
48197,"Hardeman County",Texas,1405,188,1210,13.38,86.12,Republican
48199,"Hardin County",Texas,28157,3347,24691,11.89,87.69,Republican
48201,"Harris County",Texas,1556310,808771,722695,51.97,46.44,Democrat
48203,"Harrison County",Texas,30226,7369,22658,24.38,74.96,Republican
48205,"Hartley County",Texas,2016,163,1843,8.09,91.42,Republican
48207,"Haskell County",Texas,2246,313,1918,13.94,85.4,Republican
48209,"Hays County",Texas,125688,65528,58438,52.14,46.49,Democrat
48211,"Hemphill County",Texas,1612,190,1412,11.79,87.59,Republican
48213,"Henderson County",Texas,38528,6919,31379,17.96,81.44,Republican
48215,"Hidalgo County",Texas,217194,104517,110760,48.12,51,Republican
48217,"Hill County",Texas,16703,2919,13669,17.48,81.84,Republican
48219,"Hockley County",Texas,7987,1323,6616,16.56,82.83,Republican
48221,"Hood County",Texas,36538,6070,30174,16.61,82.58,Republican
48223,"Hopkins County",Texas,16773,2917,13754,17.39,82,Republican
48225,"Houston County",Texas,9362,2065,7247,22.06,77.41,Republican
48227,"Howard County",Texas,9640,1759,7817,18.25,81.09,Republican
48229,"Hudspeth County",Texas,1038,275,759,26.49,73.12,Republican
48231,"Hunt County",Texas,46703,10212,36137,21.87,77.38,Republican
48233,"Hutchinson County",Texas,8241,913,7273,11.08,88.25,Republican
48235,"Irion County",Texas,868,105,761,12.1,87.67,Republican
48237,"Jack County",Texas,4201,363,3819,8.64,90.91,Republican
48239,"Jackson County",Texas,6329,907,5386,14.33,85.1,Republican
48241,"Jasper County",Texas,15839,2615,13162,16.51,83.1,Republican
48243,"Jeff Davis County",Texas,1169,450,699,38.49,59.79,Republican
48245,"Jefferson County",Texas,86272,38936,46596,45.13,54.01,Republican
48247,"Jim Hogg County",Texas,1585,856,725,54.01,45.74,Democrat
48249,"Jim Wells County",Texas,13268,5577,7636,42.03,57.55,Republican
48251,"Johnson County",Texas,80691,19247,60752,23.85,75.29,Republican
48253,"Jones County",Texas,6946,907,5988,13.06,86.21,Republican
48255,"Karnes County",Texas,5075,1051,4001,20.71,78.84,Republican
48257,"Kaufman County",Texas,69366,24726,44063,35.65,63.52,Republican
48259,"Kendall County",Texas,29295,6355,22668,21.69,77.38,Republican
48261,"Kenedy County",Texas,158,41,115,25.95,72.78,Republican
48263,"Kent County",Texas,445,50,390,11.24,87.64,Republican
48265,"Kerr County",Texas,28156,6315,21615,22.43,76.77,Republican
48267,"Kimble County",Texas,2402,261,2126,10.87,88.51,Republican
48269,"King County",Texas,135,6,129,4.44,95.56,Republican
48271,"Kinney County",Texas,1419,346,1063,24.38,74.91,Republican
48273,"Kleberg County",Texas,10010,4338,5612,43.34,56.06,Republican
48275,"Knox County",Texas,1376,214,1156,15.55,84.01,Republican
48277,"Lamar County",Texas,21236,4079,17044,19.21,80.26,Republican
48279,"Lamb County",Texas,4151,729,3398,17.56,81.86,Republican
48281,"Lampasas County",Texas,11296,2232,8961,19.76,79.33,Republican
48283,"La Salle County",Texas,2360,933,1417,39.53,60.04,Republican
48285,"Lavaca County",Texas,10486,1235,9215,11.78,87.88,Republican
48287,"Lee County",Texas,8413,1640,6724,19.49,79.92,Republican
48289,"Leon County",Texas,9060,1033,7982,11.4,88.1,Republican
48291,"Liberty County",Texas,31316,5952,25241,19.01,80.6,Republican
48293,"Limestone County",Texas,9069,1921,7081,21.18,78.08,Republican
48295,"Lipscomb County",Texas,1259,123,1125,9.77,89.36,Republican
48297,"Live Oak County",Texas,5092,761,4307,14.95,84.58,Republican
48299,"Llano County",Texas,13622,2613,10902,19.18,80.03,Republican
48301,"Loving County",Texas,97,10,86,10.31,88.66,Republican
48303,"Lubbock County",Texas,124972,37148,86547,29.73,69.25,Republican
48305,"Lynn County",Texas,2567,371,2175,14.45,84.73,Republican
48307,"McCulloch County",Texas,3513,455,3033,12.95,86.34,Republican
48309,"McLennan County",Texas,99490,33863,64606,34.04,64.94,Republican
48311,"McMullen County",Texas,487,37,448,7.6,91.99,Republican
48313,"Madison County",Texas,5489,964,4498,17.56,81.95,Republican
48315,"Marion County",Texas,4714,1101,3577,23.36,75.88,Republican
48317,"Martin County",Texas,2083,247,1825,11.86,87.61,Republican
48319,"Mason County",Texas,2526,434,2076,17.18,82.19,Republican
48321,"Matagorda County",Texas,13308,3231,9957,24.28,74.82,Republican
48323,"Maverick County",Texas,15743,6373,9285,40.48,58.98,Republican
48325,"Medina County",Texas,24598,6950,17464,28.25,71,Republican
48327,"Menard County",Texas,1039,170,861,16.36,82.87,Republican
48329,"Midland County",Texas,58800,11351,46944,19.3,79.84,Republican
48331,"Milam County",Texas,11093,2331,8691,21.01,78.35,Republican
48333,"Mills County",Texas,2741,310,2418,11.31,88.22,Republican
48335,"Mitchell County",Texas,2513,352,2144,14.01,85.32,Republican
48337,"Montague County",Texas,11097,1208,9825,10.89,88.54,Republican
48339,"Montgomery County",Texas,307134,82277,221964,26.79,72.27,Republican
48341,"Moore County",Texas,5359,860,4458,16.05,83.19,Republican
48343,"Morris County",Texas,5433,1312,4092,24.15,75.32,Republican
48345,"Motley County",Texas,650,35,612,5.38,94.15,Republican
48347,"Nacogdoches County",Texas,25470,7690,17575,30.19,69,Republican
48349,"Navarro County",Texas,19829,4708,14983,23.74,75.56,Republican
48351,"Newton County",Texas,5749,952,4781,16.56,83.16,Republican
48353,"Nolan County",Texas,5114,1020,4048,19.95,79.16,Republican
48355,"Nueces County",Texas,121614,53248,67201,43.78,55.26,Republican
48357,"Ochiltree County",Texas,3008,269,2723,8.94,90.53,Republican
48359,"Oldham County",Texas,974,74,895,7.6,91.89,Republican
48361,"Orange County",Texas,36328,5945,30191,16.36,83.11,Republican
48363,"Palo Pinto County",Texas,13333,2143,11093,16.07,83.2,Republican
48365,"Panola County",Texas,11437,1905,9500,16.66,83.06,Republican
48367,"Parker County",Texas,90802,14872,75168,16.38,82.78,Republican
48369,"Parmer County",Texas,2504,368,2123,14.7,84.78,Republican
48371,"Pecos County",Texas,4233,1144,3042,27.03,71.86,Republican
48373,"Polk County",Texas,24285,4910,19216,20.22,79.13,Republican
48375,"Potter County",Texas,32091,8748,23007,27.26,71.69,Republican
48377,"Presidio County",Texas,1994,1289,686,64.64,34.4,Democrat
48379,"Rains County",Texas,6554,869,5649,13.26,86.19,Republican
48381,"Randall County",Texas,66854,12935,53314,19.35,79.75,Republican
48383,"Reagan County",Texas,949,141,800,14.86,84.3,Republican
48385,"Real County",Texas,1958,315,1625,16.09,82.99,Republican
48387,"Red River County",Texas,5796,1103,4682,19.03,80.78,Republican
48389,"Reeves County",Texas,3439,1070,2340,31.11,68.04,Republican
48391,"Refugio County",Texas,3072,919,2134,29.92,69.47,Republican
48393,"Roberts County",Texas,570,20,547,3.51,95.96,Republican
48395,"Robertson County",Texas,8154,1926,6177,23.62,75.75,Republican
48397,"Rockwall County",Texas,62251,18092,43542,29.06,69.95,Republican
48399,"Runnels County",Texas,4056,452,3580,11.14,88.26,Republican
48401,"Rusk County",Texas,21702,4337,17234,19.98,79.41,Republican
48403,"Sabine County",Texas,5581,590,4972,10.57,89.09,Republican
48405,"San Augustine County",Texas,3747,809,2917,21.59,77.85,Republican
48407,"San Jacinto County",Texas,12789,2175,10524,17.01,82.29,Republican
48409,"San Patricio County",Texas,25572,8025,17337,31.38,67.8,Republican
48411,"San Saba County",Texas,2703,276,2412,10.21,89.23,Republican
48413,"Schleicher County",Texas,1108,192,906,17.33,81.77,Republican
48415,"Scurry County",Texas,5720,734,4945,12.83,86.45,Republican
48417,"Shackelford County",Texas,1727,146,1565,8.45,90.62,Republican
48419,"Shelby County",Texas,9948,1741,8164,17.5,82.07,Republican
48421,"Sherman County",Texas,872,48,817,5.5,93.69,Republican
48423,"Smith County",Texas,103815,28041,74862,27.01,72.11,Republican
48425,"Somervell County",Texas,5285,751,4493,14.21,85.01,Republican
48427,"Starr County",Texas,16419,6862,9487,41.79,57.78,Republican
48429,"Stephens County",Texas,3761,384,3368,10.21,89.55,Republican
48431,"Sterling County",Texas,629,43,583,6.84,92.69,Republican
48433,"Stonewall County",Texas,716,110,604,15.36,84.36,Republican
48435,"Sutton County",Texas,1400,228,1167,16.29,83.36,Republican
48437,"Swisher County",Texas,2265,403,1840,17.79,81.24,Republican
48439,"Tarrant County",Texas,822680,384501,426626,46.74,51.86,Republican
48441,"Taylor County",Texas,55386,13624,41198,24.6,74.38,Republican
48443,"Terrell County",Texas,405,91,314,22.47,77.53,Republican
48445,"Terry County",Texas,3419,587,2815,17.17,82.33,Republican
48447,"Throckmorton County",Texas,900,73,823,8.11,91.44,Republican
48449,"Titus County",Texas,10208,2275,7861,22.29,77.01,Republican
48451,"Tom Green County",Texas,45438,11585,33399,25.5,73.5,Republican
48453,"Travis County",Texas,580285,398981,170787,68.76,29.43,Democrat
48455,"Trinity County",Texas,7374,1195,6136,16.21,83.21,Republican
48457,"Tyler County",Texas,9577,1249,8286,13.04,86.52,Republican
48459,"Upshur County",Texas,19882,2820,16939,14.18,85.2,Republican
48461,"Upton County",Texas,1303,146,1149,11.2,88.18,Republican
48463,"Uvalde County",Texas,9769,3218,6482,32.94,66.35,Republican
48465,"Val Verde County",Texas,14578,5282,9162,36.23,62.85,Republican
48467,"Van Zandt County",Texas,27935,3450,24351,12.35,87.17,Republican
48469,"Victoria County",Texas,35239,9998,25010,28.37,70.97,Republican
48471,"Walker County",Texas,25170,7461,17515,29.64,69.59,Republican
48473,"Waller County",Texas,27545,10183,17077,36.97,62,Republican
48475,"Ward County",Texas,3764,627,3115,16.66,82.76,Republican
48477,"Washington County",Texas,18208,4058,14020,22.29,77,Republican
48479,"Webb County",Texas,65845,31952,33384,48.53,50.7,Republican
48481,"Wharton County",Texas,16452,3910,12439,23.77,75.61,Republican
48483,"Wheeler County",Texas,2272,169,2093,7.44,92.12,Republican
48485,"Wichita County",Texas,44497,12237,31818,27.5,71.51,Republican
48487,"Wilbarger County",Texas,4463,860,3566,19.27,79.9,Republican
48489,"Willacy County",Texas,5563,2673,2856,48.05,51.34,Republican
48491,"Williamson County",Texas,308163,147766,155310,47.95,50.4,Republican
48493,"Wilson County",Texas,27270,6247,20894,22.91,76.62,Republican
48495,"Winkler County",Texas,1932,283,1646,14.65,85.2,Republican
48497,"Wise County",Texas,38230,5605,32385,14.66,84.71,Republican
48499,"Wood County",Texas,24381,3618,20621,14.84,84.58,Republican
48501,"Yoakum County",Texas,2393,342,2039,14.29,85.21,Republican
48503,"Young County",Texas,8309,962,7298,11.58,87.83,Republican
48505,"Zapata County",Texas,4871,1877,2970,38.53,60.97,Republican
48507,"Zavala County",Texas,3492,1984,1482,56.82,42.44,Democrat
49001,"Beaver County",Utah,3212,394,2781,12.27,86.58,Republican
49003,"Box Elder County",Utah,28909,5274,22853,18.24,79.05,Republican
49005,"Cache County",Utah,60229,18718,39457,31.08,65.51,Republican
49007,"Carbon County",Utah,9445,2525,6719,26.73,71.14,Republican
49009,"Daggett County",Utah,550,101,443,18.36,80.55,Republican
49011,"Davis County",Utah,166492,59895,101293,35.97,60.84,Republican
49013,"Duchesne County",Utah,8967,1009,7815,11.25,87.15,Republican
49015,"Emery County",Utah,5011,603,4341,12.03,86.63,Republican
49017,"Garfield County",Utah,2811,541,2211,19.25,78.66,Republican
49019,"Grand County",Utah,5300,2828,2327,53.36,43.91,Democrat
49021,"Iron County",Utah,27876,5683,21571,20.39,77.38,Republican
49023,"Juab County",Utah,6518,734,5671,11.26,87.01,Republican
49025,"Kane County",Utah,4486,1137,3277,25.35,73.05,Republican
49027,"Millard County",Utah,6385,713,5558,11.17,87.05,Republican
49029,"Morgan County",Utah,6757,1256,5300,18.59,78.44,Republican
49031,"Piute County",Utah,963,94,854,9.76,88.68,Republican
49033,"Rich County",Utah,1447,214,1211,14.79,83.69,Republican
49035,"Salt Lake County",Utah,509492,273658,221555,53.71,43.49,Democrat
49037,"San Juan County",Utah,6328,2581,3613,40.79,57.1,Republican
49039,"Sanpete County",Utah,12943,1906,10653,14.73,82.31,Republican
49041,"Sevier County",Utah,10926,1236,9526,11.31,87.19,Republican
49043,"Summit County",Utah,25876,14612,10783,56.47,41.67,Democrat
49045,"Tooele County",Utah,33988,9560,23484,28.13,69.09,Republican
49047,"Uintah County",Utah,15831,1952,13599,12.33,85.9,Republican
49049,"Utah County",Utah,297944,84937,203476,28.51,68.29,Republican
49051,"Wasatch County",Utah,18354,6459,11495,35.19,62.63,Republican
49053,"Washington County",Utah,97243,22327,73165,22.96,75.24,Republican
49055,"Wayne County",Utah,1651,381,1238,23.08,74.98,Republican
49057,"Weber County",Utah,112017,41238,67549,36.81,60.3,Republican
50001,"Addison County",Vermont,22396,14879,6841,66.44,30.55,Democrat
50003,"Bennington County",Vermont,20552,12326,7697,59.97,37.45,Democrat
50005,"Caledonia County",Vermont,16482,8977,6927,54.47,42.03,Democrat
50007,"Chittenden County",Vermont,96405,72656,20937,75.37,21.72,Democrat
50009,"Essex County",Vermont,3410,1344,1890,39.41,55.43,Republican
50011,"Franklin County",Vermont,26552,13280,12490,50.02,47.04,Democrat
50013,"Grand Isle County",Vermont,4967,2940,1893,59.19,38.11,Democrat
50015,"Lamoille County",Vermont,14757,9788,4505,66.33,30.53,Democrat
50017,"Orange County",Vermont,17536,10220,6683,58.28,38.11,Democrat
50019,"Orleans County",Vermont,14655,7006,7233,47.81,49.36,Republican
50021,"Rutland County",Vermont,33883,17375,15586,51.28,46,Democrat
50023,"Washington County",Vermont,35058,24527,9327,69.96,26.6,Democrat
50025,"Windham County",Vermont,25718,17904,6928,69.62,26.94,Democrat
50027,"Windsor County",Vermont,34018,22569,10458,66.34,30.74,Democrat
51001,"Accomack County",Virginia,17144,7374,9659,43.01,56.34,Republican
51003,"Albemarle County",Virginia,66740,44279,21513,66.35,32.23,Democrat
51005,"Alleghany County",Virginia,8277,2114,6093,25.54,73.61,Republican
51007,"Amelia County",Virginia,8032,2214,5776,27.56,71.91,Republican
51009,"Amherst County",Virginia,17303,5429,11742,31.38,67.86,Republican
51011,"Appomattox County",Virginia,9642,2324,7243,24.1,75.12,Republican
51013,"Arlington County",Virginia,128362,100446,25223,78.25,19.65,Democrat
51015,"Augusta County",Virginia,44223,11403,32429,25.79,73.33,Republican
51017,"Bath County",Virginia,2582,588,1976,22.77,76.53,Republican
51019,"Bedford County",Virginia,50830,12414,38017,24.42,74.79,Republican
51021,"Bland County",Virginia,3548,524,2998,14.77,84.5,Republican
51023,"Botetourt County",Virginia,21893,5915,15796,27.02,72.15,Republican
51025,"Brunswick County",Virginia,7738,4184,3523,54.07,45.53,Democrat
51027,"Buchanan County",Virginia,9327,1355,7939,14.53,85.12,Republican
51029,"Buckingham County",Virginia,7915,2988,4847,37.75,61.24,Republican
51031,"Campbell County",Virginia,31171,7890,23032,25.31,73.89,Republican
51033,"Caroline County",Virginia,17653,7957,9511,45.07,53.88,Republican
51035,"Carroll County",Virginia,16160,2925,13152,18.1,81.39,Republican
51036,"Charles City County",Virginia,4341,2384,1917,54.92,44.16,Democrat
51037,"Charlotte County",Virginia,6006,2008,3963,33.43,65.98,Republican
51041,"Chesterfield County",Virginia,209730,112869,94030,53.82,44.83,Democrat
51043,"Clarke County",Virginia,9782,3993,5641,40.82,57.67,Republican
51045,"Craig County",Virginia,3121,542,2562,17.37,82.09,Republican
51047,"Culpeper County",Virginia,28553,10557,17685,36.97,61.94,Republican
51049,"Cumberland County",Virginia,5486,2117,3335,38.59,60.79,Republican
51051,"Dickenson County",Virginia,7047,1316,5701,18.67,80.9,Republican
51053,"Dinwiddie County",Virginia,15589,5942,9549,38.12,61.25,Republican
51057,"Essex County",Virginia,6064,2775,3245,45.76,53.51,Republican
51059,"Fairfax County",Virginia,584387,386438,181895,66.13,31.13,Democrat
51061,"Fauquier County",Virginia,44537,17180,26825,38.57,60.23,Republican
51063,"Floyd County",Virginia,9625,2968,6551,30.84,68.06,Republican
51065,"Fluvanna County",Virginia,16678,7731,8777,46.35,52.63,Republican
51067,"Franklin County",Virginia,30912,8321,22319,26.92,72.2,Republican
51069,"Frederick County",Virginia,52040,18331,33117,35.22,63.64,Republican
51071,"Giles County",Virginia,9234,2069,7102,22.41,76.91,Republican
51073,"Gloucester County",Virginia,23149,7034,15918,30.39,68.76,Republican
51075,"Goochland County",Virginia,19616,7875,11521,40.15,58.73,Republican
51077,"Grayson County",Virginia,8104,1503,6544,18.55,80.75,Republican
51079,"Greene County",Virginia,12038,4456,7432,37.02,61.74,Republican
51081,"Greensville County",Virginia,4296,2334,1936,54.33,45.07,Democrat
51083,"Halifax County",Virginia,17844,6984,10741,39.14,60.19,Republican
51085,"Hanover County",Virginia,73087,26733,45569,36.58,62.35,Republican
51087,"Henrico County",Virginia,180642,115040,62882,63.68,34.81,Democrat
51089,"Henry County",Virginia,25413,8457,16800,33.28,66.11,Republican
51091,"Highland County",Virginia,1529,416,1095,27.21,71.62,Republican
51093,"Isle of Wight County",Virginia,24672,9779,14659,39.64,59.42,Republican
51095,"James City County",Virginia,50892,26742,23575,52.55,46.32,Democrat
51097,"King and Queen County",Virginia,4173,1536,2608,36.81,62.5,Republican
51099,"King George County",Virginia,15362,5657,9500,36.82,61.84,Republican
51101,"King William County",Virginia,11561,3388,8080,29.31,69.89,Republican
51103,"Lancaster County",Virginia,7279,3355,3866,46.09,53.11,Republican
51105,"Lee County",Virginia,10108,1391,8674,13.76,85.81,Republican
51107,"Loudoun County",Virginia,228208,129280,92107,56.65,40.36,Democrat
51109,"Louisa County",Virginia,24067,8779,15084,36.48,62.68,Republican
51111,"Lunenburg County",Virginia,5879,2253,3594,38.32,61.13,Republican
51113,"Madison County",Virginia,8439,2700,5671,31.99,67.2,Republican
51115,"Mathews County",Virginia,5929,1774,4106,29.92,69.25,Republican
